800,,,,,,
scooping,145,160,,,,
ACCEL,2011-03-17 12:09:11.656,110,452,-0.7109375,-0.1484375,-0.07421875
ACCEL,2011-03-17 12:09:11.652,110,453,-0.9492188,-0.0625,-0.09375
ACCEL,2011-03-17 12:09:11.672,110,454,-0.8828125,-0.2070313,-0.7695313
ACCEL,2011-03-17 12:09:11.692,110,455,-0.9023438,-0.05078125,-0.171875
ACCEL,2011-03-17 12:09:11.712,110,456,-1,0.04296875,-0.1601563
ACCEL,2011-03-17 12:09:11.732,110,457,-0.9804688,0.1445313,-0.46875
ACCEL,2011-03-17 12:09:11.752,110,458,-0.9023438,0.1171875,-0.5195313
ACCEL,2011-03-17 12:09:11.772,110,459,-0.8164063,0.1289063,-0.3789063
ACCEL,2011-03-17 12:09:11.792,110,460,-0.7617188,0.1171875,-0.46875
ACCEL,2011-03-17 12:09:11.812,110,461,-0.8554688,0.1523438,-0.6796875
ACCEL,2011-03-17 12:09:11.828,110,462,-0.9414063,0.1289063,-0.515625
ACCEL,2011-03-17 12:09:11.848,110,463,-0.953125,0.1171875,-0.3359375
ACCEL,2011-03-17 12:09:11.868,110,464,-0.9609375,0.15625,-0.4101563
ACCEL,2011-03-17 12:09:11.888,110,465,-0.9609375,0.1757813,-0.546875
ACCEL,2011-03-17 12:09:11.908,110,466,-0.9335938,0.09765625,-0.4804688
ACCEL,2011-03-17 12:09:11.928,110,467,-0.9609375,0.06640625,-0.4023438
ACCEL,2011-03-17 12:09:11.948,110,468,-1.085938,0.2109375,-0.4414063
ACCEL,2011-03-17 12:09:11.968,110,469,-1.003906,0.3554688,-0.578125
ACCEL,2011-03-17 12:09:11.980,110,470,-0.7539063,0.2148438,-0.7070313
ACCEL,2011-03-17 12:09:12.000,110,471,-0.7070313,0.1523438,-0.6054688
ACCEL,2011-03-17 12:09:12.020,110,472,-0.8007813,0.1914063,-0.5820313
ACCEL,2011-03-17 12:09:12.040,110,473,-1.136719,0.2304688,-0.7226563
ACCEL,2011-03-17 12:09:12.060,110,474,-1.027344,0.2890625,-0.765625
ACCEL,2011-03-17 12:09:12.080,110,475,-0.875,0.1757813,-0.625
ACCEL,2011-03-17 12:09:12.100,110,476,-0.7695313,0.2148438,-0.6289063
ACCEL,2011-03-17 12:09:12.120,110,477,-0.7421875,0.2851563,-0.7460938
ACCEL,2011-03-17 12:09:12.140,110,478,-0.6640625,0.2695313,-0.8359375
ACCEL,2011-03-17 12:09:12.156,110,479,-0.5390625,0.1914063,-0.7695313
ACCEL,2011-03-17 12:09:12.176,110,480,-0.4453125,0.1640625,-0.7460938
ACCEL,2011-03-17 12:09:12.196,110,481,-0.375,0.2421875,-0.7773438
ACCEL,2011-03-17 12:09:12.216,110,482,-0.4648438,0.3085938,-0.8632813
ACCEL,2011-03-17 12:09:12.236,110,483,-0.6054688,0.328125,-0.9648438
ACCEL,2011-03-17 12:09:12.256,110,484,-0.640625,0.2929688,-1.007813
ACCEL,2011-03-17 12:09:12.276,110,485,-0.515625,0.2773438,-1.050781
ACCEL,2011-03-17 12:09:12.296,110,486,-0.328125,0.28125,-1.074219
ACCEL,2011-03-17 12:09:12.324,110,487,-0.1914063,0.3476563,-1.234375
ACCEL,2011-03-17 12:09:12.344,110,488,-0.05859375,0.5117188,-1.570313
ACCEL,2011-03-17 12:09:12.364,110,489,0.140625,0.4453125,-1.644531
ACCEL,2011-03-17 12:09:12.384,110,490,0.109375,0.3125,-1.527344
ACCEL,2011-03-17 12:09:12.404,110,491,-0.109375,0.2734375,-1.277344
ACCEL,2011-03-17 12:09:12.424,110,492,-0.1835938,0.2578125,-1.203125
ACCEL,2011-03-17 12:09:12.444,110,493,-0.2460938,0.3085938,-1.140625
ACCEL,2011-03-17 12:09:12.464,110,494,-0.265625,0.3085938,-0.9726563
ACCEL,2011-03-17 12:09:12.484,110,495,-0.296875,0.1796875,-0.7382813
ACCEL,2011-03-17 12:09:12.485,110,496,-0.4179688,0.1484375,-0.6015625
ACCEL,2011-03-17 12:09:12.505,110,497,-0.4804688,0.1289063,-0.4960938
ACCEL,2011-03-17 12:09:12.525,110,498,-0.4023438,0.1640625,-0.4804688
ACCEL,2011-03-17 12:09:12.545,110,499,-0.21875,0.1210938,-0.421875
ACCEL,2011-03-17 12:09:12.565,110,500,-0.08984375,0.1210938,-0.2421875
ACCEL,2011-03-17 12:09:12.585,110,501,-0.01171875,0.02734375,-0.06640625
ACCEL,2011-03-17 12:09:12.605,110,502,0.04296875,-0.04296875,0
ACCEL,2011-03-17 12:09:12.625,110,503,-0.01953125,0.03515625,0.5976563
ACCEL,2011-03-17 12:09:12.641,110,504,-0.7929688,0.1484375,0.7148438
ACCEL,2011-03-17 12:09:12.661,110,505,-0.8125,0.2460938,0.78125
ACCEL,2011-03-17 12:09:12.681,110,506,-0.8085938,0.328125,0.640625
ACCEL,2011-03-17 12:09:12.701,110,507,-0.8164063,0.40625,0.78125
ACCEL,2011-03-17 12:09:12.721,110,508,-0.9570313,0.3984375,1.027344
ACCEL,2011-03-17 12:09:12.741,110,509,-1.363281,0.5351563,1.074219
ACCEL,2011-03-17 12:09:12.761,110,510,-1.550781,0.5546875,1.121094
ACCEL,2011-03-17 12:09:12.781,110,511,-1.476563,0.5273438,1.085938
ACCEL,2011-03-17 12:09:12.793,110,512,-1.273438,0.4570313,0.921875
ACCEL,2011-03-17 12:09:12.813,110,513,-1.09375,0.3671875,0.765625
ACCEL,2011-03-17 12:09:12.833,110,514,-1.125,0.2773438,0.765625
ACCEL,2011-03-17 12:09:12.853,110,515,-1.164063,0.2578125,0.7539063
ACCEL,2011-03-17 12:09:12.873,110,516,-1.027344,0.2734375,0.5898438
ACCEL,2011-03-17 12:09:12.893,110,517,-0.8242188,0.1992188,0.4023438
ACCEL,2011-03-17 12:09:12.913,110,518,-0.6953125,0.1601563,0.3867188
ACCEL,2011-03-17 12:09:12.933,110,519,-0.578125,0.03125,0.359375
ACCEL,2011-03-17 12:09:12.953,110,520,-0.4960938,-0.07421875,0.3359375
ACCEL,2011-03-17 12:09:12.969,110,521,-0.5234375,-0.015625,0.2070313
ACCEL,2011-03-17 12:09:12.989,110,522,-0.5234375,-0.046875,0.0859375
ACCEL,2011-03-17 12:09:13.009,110,523,-0.515625,-0.0625,0.1835938
ACCEL,2011-03-17 12:09:13.029,110,524,-0.4882813,-0.0546875,0.1328125
ACCEL,2011-03-17 12:09:13.049,110,525,-0.4375,-0.125,-0.015625
ACCEL,2011-03-17 12:09:13.069,110,526,-0.5078125,-0.0859375,-0.0546875
ACCEL,2011-03-17 12:09:13.089,110,527,-0.578125,-0.03515625,-0.08984375
ACCEL,2011-03-17 12:09:13.109,110,528,-0.65625,0.02734375,-0.1289063
ACCEL,2011-03-17 12:09:13.125,110,529,-0.7304688,0.0390625,-0.1679688
ACCEL,2011-03-17 12:09:13.145,110,530,-0.71875,0.15625,-0.2109375
ACCEL,2011-03-17 12:09:13.165,110,531,-0.8320313,0.1679688,-0.25
ACCEL,2011-03-17 12:09:13.185,110,532,-0.828125,0.234375,-0.1992188
ACCEL,2011-03-17 12:09:13.205,110,533,-0.8554688,0.1914063,-0.3125
ACCEL,2011-03-17 12:09:13.225,110,534,-0.9804688,0.3320313,-0.34375
ACCEL,2011-03-17 12:09:13.245,110,535,-0.984375,0.3867188,-0.4101563
ACCEL,2011-03-17 12:09:13.265,110,536,-0.9257813,0.4179688,-0.4960938
ACCEL,2011-03-17 12:09:13.266,110,537,-0.8671875,0.3398438,-0.40625
ACCEL,2011-03-17 12:09:13.286,110,538,-0.8945313,0.4375,-0.5742188
ACCEL,2011-03-17 12:09:13.306,110,539,-0.8125,0.375,-0.65625
ACCEL,2011-03-17 12:09:13.326,110,540,-0.8164063,0.4257813,-0.546875
ACCEL,2011-03-17 12:09:13.346,110,541,-0.7421875,0.328125,-0.5976563
ACCEL,2011-03-17 12:09:13.366,110,542,-0.7070313,0.359375,-0.6015625
ACCEL,2011-03-17 12:09:13.386,110,543,-0.5664063,0.40625,-0.8671875
ACCEL,2011-03-17 12:09:13.406,110,544,-0.5273438,0.4375,-0.8046875
ACCEL,2011-03-17 12:09:13.422,110,545,-0.5351563,0.3632813,-0.6796875
ACCEL,2011-03-17 12:09:13.442,110,546,-0.6132813,0.3085938,-0.6523438
ACCEL,2011-03-17 12:09:13.462,110,547,-0.6367188,0.4414063,-0.7109375
ACCEL,2011-03-17 12:09:13.482,110,548,-0.4609375,0.4414063,-0.9179688
ACCEL,2011-03-17 12:09:13.502,110,549,-0.0390625,0.6132813,-1.347656
ACCEL,2011-03-17 12:09:13.522,110,550,-0.5507813,0.3203125,-1.027344
ACCEL,2011-03-17 12:09:13.542,110,551,-0.6328125,0.2890625,-0.8554688
ACCEL,2011-03-17 12:09:13.562,110,552,-0.5859375,0.3476563,-0.921875
ACCEL,2011-03-17 12:09:13.578,110,553,-0.3554688,0.3007813,-1.113281
ACCEL,2011-03-17 12:09:13.598,110,554,-0.21875,0.2890625,-1.179688
ACCEL,2011-03-17 12:09:13.618,110,555,-0.203125,0.2070313,-1.011719
ACCEL,2011-03-17 12:09:13.638,110,556,-0.234375,0.2578125,-0.890625
ACCEL,2011-03-17 12:09:13.658,110,557,-0.2929688,0.296875,-0.9296875
ACCEL,2011-03-17 12:09:13.678,110,558,-0.3359375,0.2734375,-0.9921875
ACCEL,2011-03-17 12:09:13.698,110,559,-0.4140625,0.3203125,-0.9335938
ACCEL,2011-03-17 12:09:13.718,110,560,-0.5,0.4179688,-0.875
ACCEL,2011-03-17 12:09:13.730,110,561,-0.4921875,0.4140625,-1.015625
ACCEL,2011-03-17 12:09:13.750,110,562,-0.4414063,0.5898438,-1.246094
ACCEL,2011-03-17 12:09:13.770,110,563,-0.3828125,0.4609375,-1.402344
ACCEL,2011-03-17 12:09:13.790,110,564,-0.4335938,0.4414063,-1.328125
ACCEL,2011-03-17 12:09:13.810,110,565,-0.390625,0.4335938,-1.292969
ACCEL,2011-03-17 12:09:13.830,110,566,-0.375,0.40625,-1.316406
ACCEL,2011-03-17 12:09:13.850,110,567,-0.3125,0.375,-1.261719
ACCEL,2011-03-17 12:09:13.870,110,568,-0.2617188,0.3789063,-1.15625
ACCEL,2011-03-17 12:09:13.890,110,569,-0.2539063,0.390625,-1.070313
ACCEL,2011-03-17 12:09:13.922,110,570,-0.234375,0.3359375,-0.9648438
ACCEL,2011-03-17 12:09:13.942,110,571,-0.2929688,0.34375,-0.796875
ACCEL,2011-03-17 12:09:13.962,110,572,-0.3164063,0.34375,-0.7109375
ACCEL,2011-03-17 12:09:13.982,110,573,-0.2265625,0.3203125,-0.71875
ACCEL,2011-03-17 12:09:14.002,110,574,-0.0859375,0.2578125,-0.6640625
ACCEL,2011-03-17 12:09:14.022,110,575,-0.1328125,0.2851563,-0.3359375
ACCEL,2011-03-17 12:09:14.042,110,576,-0.1679688,0.2460938,-0.1601563
ACCEL,2011-03-17 12:09:14.062,110,577,-0.0703125,0.1601563,-0.1015625
ACCEL,2011-03-17 12:09:14.074,110,578,-0.0078125,0.09375,-0.07421875
ACCEL,2011-03-17 12:09:14.094,110,579,-0.03125,0.2890625,1.535156
ACCEL,2011-03-17 12:09:14.114,110,580,-0.4492188,0.07421875,1.222656
ACCEL,2011-03-17 12:09:14.134,110,581,-0.4570313,0.08203125,0.9453125
ACCEL,2011-03-17 12:09:14.154,110,582,-0.4140625,0.05859375,0.875
ACCEL,2011-03-17 12:09:14.174,110,583,-0.5820313,0.1484375,1.226563
ACCEL,2011-03-17 12:09:14.194,110,584,-0.7539063,0.1796875,1.386719
ACCEL,2011-03-17 12:09:14.214,110,585,-0.8789063,0.1875,1.191406
ACCEL,2011-03-17 12:09:14.234,110,586,-1,0.2265625,1.15625
ACCEL,2011-03-17 12:09:14.250,110,587,-1.078125,0.2617188,1.085938
ACCEL,2011-03-17 12:09:14.270,110,588,-1.066406,0.2421875,0.9804688
ACCEL,2011-03-17 12:09:14.290,110,589,-1.023438,0.1953125,0.859375
ACCEL,2011-03-17 12:09:14.310,110,590,-0.9726563,0.2734375,0.5039063
ACCEL,2011-03-17 12:09:14.330,110,591,-0.8789063,0.3007813,0.2109375
ACCEL,2011-03-17 12:09:14.350,110,592,-0.7851563,0.2070313,0.2265625
ACCEL,2011-03-17 12:09:14.370,110,593,-0.7734375,0.1367188,0.3164063
ACCEL,2011-03-17 12:09:14.390,110,594,-0.7304688,0.1289063,0.1445313
ACCEL,2011-03-17 12:09:14.402,110,595,-0.6523438,0.1445313,-0.1328125
ACCEL,2011-03-17 12:09:14.422,110,596,-0.6523438,0.203125,-0.1953125
ACCEL,2011-03-17 12:09:14.442,110,597,-0.5351563,0.2304688,-0.203125
ACCEL,2011-03-17 12:09:14.462,110,598,-0.5664063,0.140625,-0.1757813
ACCEL,2011-03-17 12:09:14.482,110,599,-0.5,0.1953125,-0.4335938
ACCEL,2011-03-17 12:09:14.502,110,600,-0.4648438,0.2929688,-0.7148438
ACCEL,2011-03-17 12:09:14.522,110,601,-0.5820313,0.34375,-0.4648438
ACCEL,2011-03-17 12:09:14.542,110,602,-0.6601563,0.3789063,-0.296875
ACCEL,2011-03-17 12:09:14.562,110,603,-0.6757813,0.4296875,-0.6054688
ACCEL,2011-03-17 12:09:14.578,110,604,-0.5898438,0.4492188,-0.875
ACCEL,2011-03-17 12:09:14.598,110,605,-0.5273438,0.46875,-0.7617188
ACCEL,2011-03-17 12:09:14.618,110,606,-0.546875,0.4414063,-0.7265625
ACCEL,2011-03-17 12:09:14.638,110,607,-0.6445313,0.40625,-0.6796875
ACCEL,2011-03-17 12:09:14.658,110,608,-0.6875,0.5234375,-0.7382813
ACCEL,2011-03-17 12:09:14.678,110,609,-0.5234375,0.4609375,-0.8984375
ACCEL,2011-03-17 12:09:14.698,110,610,-0.5078125,0.46875,-0.796875
ACCEL,2011-03-17 12:09:14.718,110,611,-0.5390625,0.4257813,-0.7421875
ACCEL,2011-03-17 12:09:14.735,110,612,-0.5976563,0.3828125,-0.7070313
ACCEL,2011-03-17 12:09:14.755,110,613,-0.625,0.3945313,-0.5898438
ACCEL,2011-03-17 12:09:14.775,110,614,-0.5351563,0.453125,-0.78125
ACCEL,2011-03-17 12:09:14.795,110,615,-0.375,0.4140625,-0.8828125
ACCEL,2011-03-17 12:09:14.815,110,616,-0.4375,0.4492188,-0.8125
ACCEL,2011-03-17 12:09:14.835,110,617,-0.4804688,0.4414063,-0.6914063
ACCEL,2011-03-17 12:09:14.855,110,618,-0.5742188,0.4765625,-0.6835938
ACCEL,2011-03-17 12:09:14.875,110,619,-0.4921875,0.4921875,-0.8164063
ACCEL,2011-03-17 12:09:14.891,110,620,-0.4179688,0.4960938,-0.828125
ACCEL,2011-03-17 12:09:14.911,110,621,-0.9804688,0.5234375,-0.9648438
ACCEL,2011-03-17 12:09:14.931,110,622,-0.703125,0.578125,-0.75
ACCEL,2011-03-17 12:09:14.951,110,623,-0.7734375,0.515625,-0.8632813
ACCEL,2011-03-17 12:09:14.971,110,624,-0.6875,0.515625,-0.9609375
ACCEL,2011-03-17 12:09:14.991,110,625,-0.5429688,0.4375,-0.921875
ACCEL,2011-03-17 12:09:15.011,110,626,-0.4257813,0.4179688,-0.796875
ACCEL,2011-03-17 12:09:15.031,110,627,-0.34375,0.4257813,-0.828125
ACCEL,2011-03-17 12:09:15.027,110,628,-0.3007813,0.4453125,-1.089844
ACCEL,2011-03-17 12:09:15.047,110,629,-0.2695313,0.4726563,-1.1875
ACCEL,2011-03-17 12:09:15.067,110,630,-0.2421875,0.4804688,-1.15625
ACCEL,2011-03-17 12:09:15.087,110,631,-0.1640625,0.5,-1.207031
ACCEL,2011-03-17 12:09:15.107,110,632,-0.0546875,0.5,-1.269531
ACCEL,2011-03-17 12:09:15.127,110,633,0.00390625,0.4609375,-1.246094
ACCEL,2011-03-17 12:09:15.147,110,634,0.0625,0.5039063,-1.308594
ACCEL,2011-03-17 12:09:15.167,110,635,0.1054688,0.4804688,-1.304688
ACCEL,2011-03-17 12:09:15.187,110,636,0.1679688,0.4921875,-1.296875
ACCEL,2011-03-17 12:09:15.203,110,637,0.3046875,0.4414063,-1.320313
ACCEL,2011-03-17 12:09:15.223,110,638,0.3046875,0.3984375,-1.253906
ACCEL,2011-03-17 12:09:15.243,110,639,0.3242188,0.3203125,-1.152344
ACCEL,2011-03-17 12:09:15.263,110,640,0.3320313,0.265625,-1.066406
ACCEL,2011-03-17 12:09:15.283,110,641,0.3398438,0.2773438,-1.058594
ACCEL,2011-03-17 12:09:15.303,110,642,0.3984375,0.25,-1.023438
ACCEL,2011-03-17 12:09:15.323,110,643,0.4492188,0.25,-0.953125
ACCEL,2011-03-17 12:09:15.343,110,644,0.375,0.2890625,-0.8046875
ACCEL,2011-03-17 12:09:15.371,110,645,0.2773438,0.3554688,-0.6484375
ACCEL,2011-03-17 12:09:15.391,110,646,0.2460938,0.3828125,-0.5664063
ACCEL,2011-03-17 12:09:15.411,110,647,0.1757813,0.3632813,-0.4765625
ACCEL,2011-03-17 12:09:15.431,110,648,0.05859375,0.4140625,-0.2890625
ACCEL,2011-03-17 12:09:15.451,110,649,-0.0234375,0.4414063,-0.0859375
ACCEL,2011-03-17 12:09:15.471,110,650,0.02734375,0.3203125,-0.0703125
ACCEL,2011-03-17 12:09:15.491,110,651,-0.1015625,0.4804688,0.4296875
ACCEL,2011-03-17 12:09:15.511,110,652,-0.296875,0.2539063,0.65625
ACCEL,2011-03-17 12:09:15.531,110,653,-0.4453125,0.1992188,0.90625
ACCEL,2011-03-17 12:09:15.547,110,654,-0.609375,0.1601563,1.097656
ACCEL,2011-03-17 12:09:15.567,110,655,-0.75,0.1328125,1.164063
ACCEL,2011-03-17 12:09:15.587,110,656,-0.8320313,0.1484375,1.144531
ACCEL,2011-03-17 12:09:15.607,110,657,-0.8710938,0.1132813,1.140625
ACCEL,2011-03-17 12:09:15.627,110,658,-0.8867188,0.15625,1.050781
ACCEL,2011-03-17 12:09:15.647,110,659,-0.8671875,0.125,1.082031
ACCEL,2011-03-17 12:09:15.667,110,660,-0.8945313,0.1367188,1.042969
ACCEL,2011-03-17 12:09:15.687,110,661,-0.90625,0.1640625,0.890625
ACCEL,2011-03-17 12:09:15.699,110,662,-0.9257813,0.2070313,0.7382813
ACCEL,2011-03-17 12:09:15.719,110,663,-0.8867188,0.2109375,0.7382813
ACCEL,2011-03-17 12:09:15.739,110,664,-0.8710938,0.1953125,0.7382813
ACCEL,2011-03-17 12:09:15.759,110,665,-0.8554688,0.1679688,0.7695313
ACCEL,2011-03-17 12:09:15.779,110,666,-0.7890625,0.2734375,0.515625
ACCEL,2011-03-17 12:09:15.799,110,667,-0.7460938,0.3125,0.09375
ACCEL,2011-03-17 12:09:15.819,110,668,-0.7890625,0.3554688,0.1132813
ACCEL,2011-03-17 12:09:15.839,110,669,-0.7578125,0.3242188,0.203125
ACCEL,2011-03-17 12:09:15.859,110,670,-0.78125,0.3632813,-0.08984375
ACCEL,2011-03-17 12:09:15.871,110,671,-0.8046875,0.421875,-0.234375
ACCEL,2011-03-17 12:09:15.891,110,672,-0.7382813,0.3320313,-0.3398438
ACCEL,2011-03-17 12:09:15.911,110,673,-0.7851563,0.3554688,-0.4882813
ACCEL,2011-03-17 12:09:15.931,110,674,-0.7539063,0.4257813,-0.6132813
ACCEL,2011-03-17 12:09:15.951,110,675,-0.7304688,0.390625,-0.6875
ACCEL,2011-03-17 12:09:15.971,110,676,-0.7695313,0.4921875,-0.7226563
ACCEL,2011-03-17 12:09:15.991,110,677,-0.75,0.4414063,-0.734375
ACCEL,2011-03-17 12:09:16.011,110,678,-0.7617188,0.4648438,-0.7421875
ACCEL,2011-03-17 12:09:16.031,110,679,-0.7421875,0.4101563,-0.6835938
ACCEL,2011-03-17 12:09:16.043,110,680,-0.7460938,0.3867188,-0.59375
ACCEL,2011-03-17 12:09:16.063,110,681,-0.6992188,0.3320313,-0.5273438
ACCEL,2011-03-17 12:09:16.083,110,682,-0.6914063,0.40625,-0.5898438
ACCEL,2011-03-17 12:09:16.103,110,683,-0.671875,0.4296875,-0.5351563
ACCEL,2011-03-17 12:09:16.123,110,684,-0.7304688,0.4257813,-0.40625
ACCEL,2011-03-17 12:09:16.143,110,685,-0.7617188,0.4179688,-0.3710938
ACCEL,2011-03-17 12:09:16.163,110,686,-0.7578125,0.5117188,-0.53125
ACCEL,2011-03-17 12:09:16.183,110,687,-0.671875,0.5390625,-0.6953125
ACCEL,2011-03-17 12:09:16.203,110,688,-0.6679688,0.59375,-0.609375
ACCEL,2011-03-17 12:09:16.219,110,689,-0.65625,0.5390625,-0.6015625
ACCEL,2011-03-17 12:09:16.239,110,690,-0.6835938,0.4804688,-0.5742188
ACCEL,2011-03-17 12:09:16.259,110,691,-0.6445313,0.5507813,-0.7734375
ACCEL,2011-03-17 12:09:16.279,110,692,-1.027344,0.7226563,-0.8554688
ACCEL,2011-03-17 12:09:16.299,110,693,-1.105469,0.40625,-0.9375
ACCEL,2011-03-17 12:09:16.319,110,694,-0.8007813,0.4570313,-0.65625
ACCEL,2011-03-17 12:09:16.339,110,695,-0.75,0.5,-0.6796875
ACCEL,2011-03-17 12:09:16.359,110,696,-0.5351563,0.4453125,-0.9375
ACCEL,2011-03-17 12:09:16.375,110,697,-0.34375,0.40625,-0.9609375
ACCEL,2011-03-17 12:09:16.395,110,698,-0.2265625,0.4335938,-0.8242188
ACCEL,2011-03-17 12:09:16.415,110,699,-0.234375,0.5507813,-0.9921875
ACCEL,2011-03-17 12:09:16.435,110,700,-0.2851563,0.6367188,-1.191406
ACCEL,2011-03-17 12:09:16.455,110,701,-0.484375,0.8476563,-1.128906
ACCEL,2011-03-17 12:09:16.475,110,702,-0.5390625,0.9609375,-1.171875
ACCEL,2011-03-17 12:09:16.495,110,703,-0.4453125,0.953125,-1.292969
ACCEL,2011-03-17 12:09:16.515,110,704,-0.2617188,0.890625,-1.4375
ACCEL,2011-03-17 12:09:16.527,110,705,-0.1523438,0.8085938,-1.425781
ACCEL,2011-03-17 12:09:16.547,110,706,-0.1367188,0.7148438,-1.230469
ACCEL,2011-03-17 12:09:16.567,110,707,-0.171875,0.6289063,-1.050781
ACCEL,2011-03-17 12:09:16.587,110,708,-0.1640625,0.5625,-0.953125
ACCEL,2011-03-17 12:09:16.607,110,709,-0.140625,0.4765625,-0.75
ACCEL,2011-03-17 12:09:16.627,110,710,-0.1601563,0.4804688,-0.6171875
ACCEL,2011-03-17 12:09:16.647,110,711,-0.1015625,0.4140625,-0.5039063
ACCEL,2011-03-17 12:09:16.667,110,712,-0.1015625,0.4257813,-0.3203125
ACCEL,2011-03-17 12:09:16.687,110,713,-0.1367188,0.3984375,-0.1054688
ACCEL,2011-03-17 12:09:16.699,110,714,-0.2773438,0.3828125,-0.06640625
ACCEL,2011-03-17 12:09:16.719,110,715,-0.4140625,0.234375,0.0859375
ACCEL,2011-03-17 12:09:16.739,110,716,-0.2734375,0.3085938,0.2695313
ACCEL,2011-03-17 12:09:16.759,110,717,-0.1445313,0.2617188,0.3515625
ACCEL,2011-03-17 12:09:16.779,110,718,-0.125,0.1796875,0.7734375
ACCEL,2011-03-17 12:09:16.799,110,719,-0.3046875,0.125,1.191406
ACCEL,2011-03-17 12:09:16.819,110,720,-0.4648438,0.1289063,1.378906
ACCEL,2011-03-17 12:09:16.839,110,721,-0.4804688,0.09765625,1.039063
ACCEL,2011-03-17 12:09:16.859,110,722,-0.5546875,0.1210938,0.953125
ACCEL,2011-03-17 12:09:16.880,110,723,-0.7226563,0.203125,1.183594
ACCEL,2011-03-17 12:09:16.900,110,724,-0.7929688,0.2421875,1.207031
ACCEL,2011-03-17 12:09:16.920,110,725,-0.84375,0.2929688,1.035156
ACCEL,2011-03-17 12:09:16.940,110,726,-0.875,0.2890625,0.921875
ACCEL,2011-03-17 12:09:16.960,110,727,-0.9023438,0.3320313,0.8398438
ACCEL,2011-03-17 12:09:16.980,110,728,-0.8945313,0.2890625,0.84375
ACCEL,2011-03-17 12:09:17.000,110,729,-0.90625,0.2851563,0.8476563
ACCEL,2011-03-17 12:09:17.016,110,730,-0.8554688,0.2382813,0.8203125
ACCEL,2011-03-17 12:09:17.036,110,731,-0.7695313,0.265625,0.5625
ACCEL,2011-03-17 12:09:17.056,110,732,-0.6953125,0.2734375,0.2734375
ACCEL,2011-03-17 12:09:17.076,110,733,-0.7421875,0.234375,0.3710938
ACCEL,2011-03-17 12:09:17.096,110,734,-0.8164063,0.2460938,0.5625
ACCEL,2011-03-17 12:09:17.116,110,735,-0.7265625,0.21875,0.4492188
ACCEL,2011-03-17 12:09:17.136,110,736,-0.59375,0.2773438,0.015625
ACCEL,2011-03-17 12:09:17.156,110,737,-0.5117188,0.46875,-0.1367188
ACCEL,2011-03-17 12:09:17.156,110,738,-0.6523438,0.171875,-0.4765625
ACCEL,2011-03-17 12:09:17.176,110,739,-0.7578125,0.2773438,-0.06640625
ACCEL,2011-03-17 12:09:17.196,110,740,-0.78125,0.4492188,0.1367188
ACCEL,2011-03-17 12:09:17.216,110,741,-0.5039063,0.2148438,-0.484375
ACCEL,2011-03-17 12:09:17.236,110,742,-0.6601563,0.3359375,-0.3710938
ACCEL,2011-03-17 12:09:17.256,110,743,-0.6015625,0.28125,-0.3203125
ACCEL,2011-03-17 12:09:17.276,110,744,-0.5820313,0.3085938,-0.640625
ACCEL,2011-03-17 12:09:17.296,110,745,-0.4960938,0.4335938,-1.035156
ACCEL,2011-03-17 12:09:17.328,110,746,-0.3789063,0.484375,-0.9101563
ACCEL,2011-03-17 12:09:17.348,110,747,-0.3828125,0.453125,-0.8203125
ACCEL,2011-03-17 12:09:17.368,110,748,-0.46875,0.3710938,-0.875
ACCEL,2011-03-17 12:09:17.388,110,749,-0.5703125,0.5859375,-1.011719
ACCEL,2011-03-17 12:09:17.408,110,750,-0.46875,0.6015625,-0.9570313
ACCEL,2011-03-17 12:09:17.428,110,751,-0.4765625,0.625,-0.9140625
ACCEL,2011-03-17 12:09:17.448,110,752,-0.5,0.5195313,-0.8789063
ACCEL,2011-03-17 12:09:17.468,110,753,-0.609375,0.5898438,-0.8554688
ACCEL,2011-03-17 12:09:17.469,110,754,-0.5507813,0.546875,-0.875
ACCEL,2011-03-17 12:09:17.489,110,755,-0.53125,0.5429688,-0.8085938
ACCEL,2011-03-17 12:09:17.509,110,756,-0.5117188,0.4960938,-0.71875
ACCEL,2011-03-17 12:09:17.529,110,757,-0.5039063,0.4492188,-0.703125
ACCEL,2011-03-17 12:09:17.549,110,758,-0.484375,0.4648438,-0.7539063
ACCEL,2011-03-17 12:09:17.569,110,759,-0.4023438,0.4140625,-0.7460938
ACCEL,2011-03-17 12:09:17.589,110,760,-0.4257813,0.4414063,-0.6679688
ACCEL,2011-03-17 12:09:17.609,110,761,-0.5039063,0.5234375,-0.5625
ACCEL,2011-03-17 12:09:17.636,110,762,-0.5,0.5429688,-0.6132813
ACCEL,2011-03-17 12:09:17.656,110,763,-0.4140625,0.5234375,-0.7539063
ACCEL,2011-03-17 12:09:17.676,110,764,-0.3671875,0.4921875,-0.8007813
ACCEL,2011-03-17 12:09:17.696,110,765,-0.3828125,0.46875,-0.7226563
ACCEL,2011-03-17 12:09:17.716,110,766,-0.453125,0.5390625,-0.6679688
ACCEL,2011-03-17 12:09:17.736,110,767,-0.4804688,0.8476563,-0.2421875
ACCEL,2011-03-17 12:09:17.756,110,768,-0.4453125,0.6445313,-0.984375
ACCEL,2011-03-17 12:09:17.776,110,769,-0.3554688,0.5273438,-0.9414063
ACCEL,2011-03-17 12:09:17.796,110,770,-0.3554688,0.53125,-0.9179688
ACCEL,2011-03-17 12:09:17.797,110,771,-0.4140625,0.5898438,-0.9140625
