800,,,,,,
slicing,70,90,,,,
ACCEL,2011-03-17 10:21:18.721,107,648,1.007813,0.1875,0.3554688
ACCEL,2011-03-17 10:21:18.741,107,649,0.9179688,0.1992188,0.34375
ACCEL,2011-03-17 10:21:18.761,107,650,0.9882813,0.2421875,0.2851563
ACCEL,2011-03-17 10:21:18.781,107,651,0.9140625,0.21875,0.2382813
ACCEL,2011-03-17 10:21:18.793,107,652,1.035156,0.1484375,0.2929688
ACCEL,2011-03-17 10:21:18.813,107,653,1.050781,0.171875,0.2695313
ACCEL,2011-03-17 10:21:18.833,107,654,1.015625,0.1875,0.28125
ACCEL,2011-03-17 10:21:18.853,107,655,0.9453125,0.2109375,0.3515625
ACCEL,2011-03-17 10:21:18.873,107,656,1.011719,0.1328125,0.328125
ACCEL,2011-03-17 10:21:18.893,107,657,1.023438,0.1015625,0.2890625
ACCEL,2011-03-17 10:21:18.913,107,658,1.0625,0.01953125,0.2304688
ACCEL,2011-03-17 10:21:18.933,107,659,1.121094,0.0234375,0.2578125
ACCEL,2011-03-17 10:21:18.953,107,660,1.027344,-0.03125,0.3164063
ACCEL,2011-03-17 10:21:19.136,107,668,0.96875,0.0390625,0.3476563
ACCEL,2011-03-17 10:21:19.156,107,669,0.9414063,0.0859375,0.3203125
ACCEL,2011-03-17 10:21:19.176,107,670,0.9296875,0.109375,0.265625
ACCEL,2011-03-17 10:21:19.196,107,671,0.9179688,0.1484375,0.265625
ACCEL,2011-03-17 10:21:19.216,107,672,0.921875,0.1835938,0.2617188
ACCEL,2011-03-17 10:21:19.236,107,673,0.9453125,0.2265625,0.25
ACCEL,2011-03-17 10:21:19.256,107,674,0.9804688,0.28125,0.21875
ACCEL,2011-03-17 10:21:19.276,107,675,0.9570313,0.3320313,0.2148438
ACCEL,2011-03-17 10:21:19.296,107,676,0.90625,0.3789063,0.2304688
ACCEL,2011-03-17 10:21:19.308,107,677,0.8984375,0.3867188,0.2773438
ACCEL,2011-03-17 10:21:19.328,107,678,0.9101563,0.4023438,0.2929688
ACCEL,2011-03-17 10:21:19.348,107,679,0.8710938,0.4335938,0.2617188
ACCEL,2011-03-17 10:21:19.368,107,680,0.8359375,0.46875,0.2304688
ACCEL,2011-03-17 10:21:19.388,107,681,0.8320313,0.5,0.2148438
ACCEL,2011-03-17 10:21:19.408,107,682,0.875,0.546875,0.1679688
ACCEL,2011-03-17 10:21:19.428,107,683,0.8515625,0.546875,0.2070313
ACCEL,2011-03-17 10:21:19.448,107,684,0.8007813,0.5546875,0.2265625
ACCEL,2011-03-17 10:21:19.468,107,685,0.828125,0.5546875,0.2148438
ACCEL,2011-03-17 10:21:19.489,107,686,0.8515625,0.5742188,0.1992188
ACCEL,2011-03-17 10:21:19.509,107,687,1.167969,0.5,0.2890625
ACCEL,2011-03-17 10:21:19.529,107,688,0.9296875,0.4960938,0.3125
ACCEL,2011-03-17 10:21:19.549,107,689,0.9960938,0.46875,0.2578125
ACCEL,2011-03-17 10:21:19.569,107,690,1.007813,0.4726563,0.2578125
ACCEL,2011-03-17 10:21:19.589,107,691,0.9140625,0.4648438,0.21875
ACCEL,2011-03-17 10:21:19.609,107,692,0.90625,0.4882813,0.171875
ACCEL,2011-03-17 10:21:19.625,107,693,0.8945313,0.4453125,0.1171875
ACCEL,2011-03-17 10:21:19.645,107,694,0.8398438,0.3320313,0.1992188
ACCEL,2011-03-17 10:21:19.665,107,695,0.8828125,0.4492188,0.1992188
ACCEL,2011-03-17 10:21:19.685,107,696,1,0.390625,0.25
ACCEL,2011-03-17 10:21:19.705,107,697,0.9335938,0.3632813,0.1875
ACCEL,2011-03-17 10:21:19.725,107,698,0.7890625,0.4765625,0.4765625
ACCEL,2011-03-17 10:21:19.745,107,699,0.9023438,0.3554688,0.2226563
ACCEL,2011-03-17 10:21:19.765,107,700,0.9492188,0.3554688,0.2226563
ACCEL,2011-03-17 10:21:19.766,107,701,1.011719,0.390625,0.2539063
ACCEL,2011-03-17 10:21:19.786,107,702,1,0.296875,0.2460938
ACCEL,2011-03-17 10:21:19.806,107,703,0.859375,0.1835938,0.2148438
ACCEL,2011-03-17 10:21:19.826,107,704,0.9570313,0.203125,0.3320313
ACCEL,2011-03-17 10:21:19.846,107,705,0.9414063,0.2070313,0.2460938
ACCEL,2011-03-17 10:21:19.866,107,706,0.9609375,0.1835938,0.265625
ACCEL,2011-03-17 10:21:19.886,107,707,1.019531,0.1796875,0.3164063
ACCEL,2011-03-17 10:21:19.906,107,708,1.0625,0.125,0.3125
ACCEL,2011-03-17 10:21:19.922,107,709,1.023438,0.09375,0.2226563
ACCEL,2011-03-17 10:21:19.942,107,710,1.097656,0.1210938,0.265625
ACCEL,2011-03-17 10:21:19.962,107,711,1.03125,0.109375,0.2890625
ACCEL,2011-03-17 10:21:19.982,107,712,1.066406,0.1015625,0.3867188
ACCEL,2011-03-17 10:21:20.002,107,713,1.035156,0.1054688,0.3359375
ACCEL,2011-03-17 10:21:20.022,107,714,1.035156,0.06640625,0.2890625
ACCEL,2011-03-17 10:21:20.042,107,715,1.035156,0.05078125,0.3046875
ACCEL,2011-03-17 10:21:20.062,107,716,1.066406,0.02734375,0.3515625
ACCEL,2011-03-17 10:21:20.083,107,717,1.015625,0.015625,0.3867188
ACCEL,2011-03-17 10:21:20.103,107,718,0.9960938,0.01171875,0.3632813
ACCEL,2011-03-17 10:21:20.123,107,719,0.984375,0.015625,0.3203125
ACCEL,2011-03-17 10:21:20.143,107,720,0.9765625,0.03515625,0.3046875
ACCEL,2011-03-17 10:21:20.163,107,721,0.9882813,0.0625,0.3085938
ACCEL,2011-03-17 10:21:20.183,107,722,1.003906,0.078125,0.2890625
ACCEL,2011-03-17 10:21:20.203,107,723,0.9921875,0.1210938,0.2734375
ACCEL,2011-03-17 10:21:20.219,107,724,0.9804688,0.1601563,0.25
ACCEL,2011-03-17 10:21:20.239,107,725,0.9492188,0.2109375,0.2578125
ACCEL,2011-03-17 10:21:20.259,107,726,0.9414063,0.2460938,0.2890625
ACCEL,2011-03-17 10:21:20.279,107,727,0.9375,0.2851563,0.2851563
ACCEL,2011-03-17 10:21:20.299,107,728,0.9296875,0.34375,0.25
ACCEL,2011-03-17 10:21:20.319,107,729,0.8867188,0.3945313,0.2421875
ACCEL,2011-03-17 10:21:20.339,107,730,0.828125,0.4375,0.2382813
ACCEL,2011-03-17 10:21:20.359,107,731,0.7773438,0.46875,0.25
ACCEL,2011-03-17 10:21:20.406,107,732,0.7773438,0.5,0.2539063
ACCEL,2011-03-17 10:21:20.426,107,733,0.8046875,0.5078125,0.2578125
ACCEL,2011-03-17 10:21:20.446,107,734,0.859375,0.5390625,0.1953125
ACCEL,2011-03-17 10:21:20.466,107,735,0.84375,0.5664063,0.171875
ACCEL,2011-03-17 10:21:20.486,107,736,0.7890625,0.5859375,0.1953125
ACCEL,2011-03-17 10:21:20.506,107,737,0.8007813,0.6132813,0.2148438
ACCEL,2011-03-17 10:21:20.526,107,738,0.8359375,0.6171875,0.2304688
ACCEL,2011-03-17 10:21:20.546,107,739,1.074219,0.5976563,0.328125
ACCEL,2011-03-17 10:21:20.558,107,740,0.9179688,0.4453125,0.3359375
ACCEL,2011-03-17 10:21:20.578,107,741,0.984375,0.5429688,0.2734375
ACCEL,2011-03-17 10:21:20.598,107,742,0.9140625,0.5507813,0.203125
ACCEL,2011-03-17 10:21:20.618,107,743,0.9414063,0.5859375,0.2539063
ACCEL,2011-03-17 10:21:20.638,107,744,0.9726563,0.6171875,0.2460938
ACCEL,2011-03-17 10:21:20.658,107,745,0.7890625,0.5664063,0.2070313
ACCEL,2011-03-17 10:21:20.678,107,746,0.8164063,0.5,0.1640625
ACCEL,2011-03-17 10:21:20.698,107,747,0.8007813,0.53125,0.140625
ACCEL,2011-03-17 10:21:20.718,107,748,0.7890625,0.4882813,0.1953125
ACCEL,2011-03-17 10:21:20.730,107,749,0.8242188,0.4648438,0.1914063
ACCEL,2011-03-17 10:21:20.750,107,750,0.8828125,0.4023438,0.25
ACCEL,2011-03-17 10:21:20.770,107,751,0.953125,0.4570313,0.1914063
ACCEL,2011-03-17 10:21:20.790,107,752,0.9023438,0.359375,0.3242188
ACCEL,2011-03-17 10:21:20.810,107,753,0.8828125,0.484375,0.2578125
ACCEL,2011-03-17 10:21:20.830,107,754,0.8398438,0.4335938,0.2578125
ACCEL,2011-03-17 10:21:20.850,107,755,0.9375,0.4140625,0.2070313
ACCEL,2011-03-17 10:21:20.870,107,756,0.7617188,0.34375,0.2773438
ACCEL,2011-03-17 10:21:20.890,107,757,0.9570313,0.2851563,0.2304688
ACCEL,2011-03-17 10:21:20.911,107,758,0.9335938,0.3476563,0.203125
ACCEL,2011-03-17 10:21:20.931,107,759,0.8945313,0.2539063,0.3242188
ACCEL,2011-03-17 10:21:20.951,107,760,1.015625,0.1523438,0.3007813
ACCEL,2011-03-17 10:21:20.971,107,761,0.9257813,0.1679688,0.2460938
ACCEL,2011-03-17 10:21:20.991,107,762,0.9921875,0.1367188,0.265625
ACCEL,2011-03-17 10:21:21.011,107,763,0.9921875,0.125,0.3007813
ACCEL,2011-03-17 10:21:21.031,107,764,0.9570313,0.1484375,0.390625
ACCEL,2011-03-17 10:21:21.063,107,765,0.9726563,0.1328125,0.3164063
ACCEL,2011-03-17 10:21:21.083,107,766,1.042969,0.1289063,0.3359375
ACCEL,2011-03-17 10:21:21.103,107,767,1.023438,0.08984375,0.3476563
ACCEL,2011-03-17 10:21:21.123,107,768,1.066406,0.07421875,0.2890625
ACCEL,2011-03-17 10:21:21.143,107,769,1.066406,0.04296875,0.3632813
ACCEL,2011-03-17 10:21:21.163,107,770,1.035156,0.03125,0.359375
ACCEL,2011-03-17 10:21:21.183,107,771,1.011719,0.02734375,0.3398438
ACCEL,2011-03-17 10:21:21.203,107,772,0.9960938,0.02734375,0.3476563
ACCEL,2011-03-17 10:21:21.203,107,773,0.9960938,0.0546875,0.328125
ACCEL,2011-03-17 10:21:21.223,107,774,0.9921875,0.0703125,0.328125
ACCEL,2011-03-17 10:21:21.243,107,775,1.003906,0.0859375,0.328125
ACCEL,2011-03-17 10:21:21.263,107,776,0.9804688,0.109375,0.3359375
ACCEL,2011-03-17 10:21:21.283,107,777,0.9414063,0.1445313,0.3242188
ACCEL,2011-03-17 10:21:21.303,107,778,0.9335938,0.1953125,0.28125
ACCEL,2011-03-17 10:21:21.323,107,779,0.9414063,0.2539063,0.234375
ACCEL,2011-03-17 10:21:21.343,107,780,0.9375,0.2929688,0.21875
ACCEL,2011-03-17 10:21:21.375,107,781,0.8945313,0.3554688,0.21875
ACCEL,2011-03-17 10:21:21.395,107,782,0.8867188,0.3945313,0.2382813
ACCEL,2011-03-17 10:21:21.415,107,783,0.8828125,0.4375,0.25
ACCEL,2011-03-17 10:21:21.435,107,784,0.8515625,0.4765625,0.2539063
ACCEL,2011-03-17 10:21:21.455,107,785,0.8398438,0.4960938,0.2460938
ACCEL,2011-03-17 10:21:21.475,107,786,0.8554688,0.515625,0.234375
ACCEL,2011-03-17 10:21:21.495,107,787,0.828125,0.5585938,0.2382813
ACCEL,2011-03-17 10:21:21.515,107,788,0.7929688,0.609375,0.234375
ACCEL,2011-03-17 10:21:21.551,107,789,0.7851563,0.6523438,0.21875
ACCEL,2011-03-17 10:21:21.571,107,790,0.7929688,0.671875,0.1953125
ACCEL,2011-03-17 10:21:21.591,107,791,0.7890625,0.6484375,0.2070313
ACCEL,2011-03-17 10:21:21.611,107,792,0.7890625,0.625,0.2070313
ACCEL,2011-03-17 10:21:21.631,107,793,0.9960938,0.4453125,0.2578125
ACCEL,2011-03-17 10:21:21.651,107,794,0.953125,0.5273438,0.1640625
ACCEL,2011-03-17 10:21:21.671,107,795,0.9101563,0.5273438,0.21875
ACCEL,2011-03-17 10:21:21.672,107,796,0.9296875,0.5039063,0.2382813
ACCEL,2011-03-17 10:21:21.692,107,797,1.003906,0.4960938,0.2929688
ACCEL,2011-03-17 10:21:21.712,107,798,0.9296875,0.4570313,0.2851563
ACCEL,2011-03-17 10:21:21.732,107,799,0.84375,0.5585938,0.2695313
ACCEL,2011-03-17 10:21:21.752,107,800,0.8945313,0.5195313,0.2617188
ACCEL,2011-03-17 10:21:21.772,107,801,0.8007813,0.4648438,0.2148438
ACCEL,2011-03-17 10:21:21.792,107,802,0.8359375,0.453125,0.2382813
ACCEL,2011-03-17 10:21:21.812,107,803,0.9882813,0.4023438,0.2851563
ACCEL,2011-03-17 10:21:21.844,107,804,0.7382813,0.3476563,0.3007813
ACCEL,2011-03-17 10:21:21.864,107,805,0.9726563,0.2890625,0.2929688
ACCEL,2011-03-17 10:21:21.884,107,806,0.890625,0.3203125,0.2226563
ACCEL,2011-03-17 10:21:21.904,107,807,0.8867188,0.3789063,0.21875
ACCEL,2011-03-17 10:21:21.924,107,808,0.9921875,0.3515625,0.234375
ACCEL,2011-03-17 10:21:21.944,107,809,0.9179688,0.25,0.3046875
ACCEL,2011-03-17 10:21:21.964,107,810,0.9765625,0.2695313,0.234375
ACCEL,2011-03-17 10:21:21.984,107,811,0.9921875,0.265625,0.234375
ACCEL,2011-03-17 10:21:22.000,107,812,0.9609375,0.2460938,0.21875
ACCEL,2011-03-17 10:21:22.020,107,813,1.070313,0.2148438,0.2460938
ACCEL,2011-03-17 10:21:22.040,107,814,1.023438,0.2148438,0.296875
ACCEL,2011-03-17 10:21:22.060,107,815,0.9570313,0.2382813,0.265625
ACCEL,2011-03-17 10:21:22.080,107,816,1.054688,0.2773438,0.3320313
ACCEL,2011-03-17 10:21:22.100,107,817,0.9726563,0.2382813,0.3710938
ACCEL,2011-03-17 10:21:22.120,107,818,0.9140625,0.2851563,0.3515625
ACCEL,2011-03-17 10:21:22.140,107,819,0.9375,0.2734375,0.3203125
ACCEL,2011-03-17 10:21:22.172,107,820,1.015625,0.1953125,0.3203125
ACCEL,2011-03-17 10:21:22.192,107,821,0.9960938,0.15625,0.2304688
ACCEL,2011-03-17 10:21:22.212,107,822,1.003906,0.125,0.1953125
ACCEL,2011-03-17 10:21:22.232,107,823,1.0625,0.08203125,0.2148438
ACCEL,2011-03-17 10:21:22.252,107,824,1.046875,0.0546875,0.28125
ACCEL,2011-03-17 10:21:22.272,107,825,1.019531,0.0546875,0.3125
ACCEL,2011-03-17 10:21:22.292,107,826,1.011719,0.0625,0.328125
ACCEL,2011-03-17 10:21:22.312,107,827,1,0.05859375,0.3164063
ACCEL,2011-03-17 10:21:22.324,107,828,1.003906,0.07421875,0.3085938
ACCEL,2011-03-17 10:21:22.344,107,829,1.046875,0.08984375,0.296875
ACCEL,2011-03-17 10:21:22.364,107,830,1.054688,0.109375,0.3046875
ACCEL,2011-03-17 10:21:22.384,107,831,1.027344,0.1328125,0.2929688
ACCEL,2011-03-17 10:21:22.404,107,832,0.9960938,0.1523438,0.2734375
ACCEL,2011-03-17 10:21:22.424,107,833,0.953125,0.1601563,0.25
ACCEL,2011-03-17 10:21:22.444,107,834,0.90625,0.1914063,0.2460938
ACCEL,2011-03-17 10:21:22.464,107,835,0.8671875,0.2265625,0.2226563
ACCEL,2011-03-17 10:21:22.484,107,836,0.890625,0.2617188,0.2226563
ACCEL,2011-03-17 10:21:22.505,107,837,0.9023438,0.3046875,0.2109375
ACCEL,2011-03-17 10:21:22.525,107,838,0.90625,0.3398438,0.2265625
ACCEL,2011-03-17 10:21:22.545,107,839,0.8476563,0.3945313,0.234375
ACCEL,2011-03-17 10:21:22.565,107,840,0.8125,0.4296875,0.234375
ACCEL,2011-03-17 10:21:22.585,107,841,0.875,0.4609375,0.25
ACCEL,2011-03-17 10:21:22.605,107,842,0.921875,0.5,0.265625
ACCEL,2011-03-17 10:21:22.625,107,843,0.8867188,0.53125,0.2539063
ACCEL,2011-03-17 10:21:22.656,107,844,0.8242188,0.5742188,0.2695313
ACCEL,2011-03-17 10:21:22.676,107,845,0.8085938,0.59375,0.265625
ACCEL,2011-03-17 10:21:22.696,107,846,0.875,0.6015625,0.2421875
ACCEL,2011-03-17 10:21:22.716,107,847,1.003906,0.6054688,0.109375
ACCEL,2011-03-17 10:21:22.736,107,848,0.9257813,0.53125,0.3671875
ACCEL,2011-03-17 10:21:22.756,107,849,0.9179688,0.4140625,0.2539063
ACCEL,2011-03-17 10:21:22.776,107,850,0.9570313,0.6210938,0.05859375
ACCEL,2011-03-17 10:21:22.796,107,851,0.9101563,0.5273438,0.125
ACCEL,2011-03-17 10:21:22.808,107,852,0.9179688,0.484375,0.15625
ACCEL,2011-03-17 10:21:22.828,107,853,0.84375,0.4882813,0.1757813
ACCEL,2011-03-17 10:21:22.848,107,854,0.8867188,0.5351563,0.1328125
ACCEL,2011-03-17 10:21:22.868,107,855,0.859375,0.5625,0.1757813
ACCEL,2011-03-17 10:21:22.888,107,856,0.9179688,0.4570313,0.1601563
ACCEL,2011-03-17 10:21:22.908,107,857,0.7421875,0.4335938,0.28125
ACCEL,2011-03-17 10:21:22.928,107,858,0.8945313,0.4804688,0.2695313
ACCEL,2011-03-17 10:21:22.948,107,859,0.7773438,0.46875,0.2421875
ACCEL,2011-03-17 10:21:22.968,107,860,0.9492188,0.4140625,0.3046875
ACCEL,2011-03-17 10:21:22.989,107,861,0.890625,0.5273438,0.1679688
ACCEL,2011-03-17 10:21:23.009,107,862,0.875,0.4492188,0.2695313
ACCEL,2011-03-17 10:21:23.029,107,863,1,0.4257813,0.2695313
ACCEL,2011-03-17 10:21:23.049,107,864,0.9023438,0.4375,0.2265625
ACCEL,2011-03-17 10:21:23.069,107,865,0.875,0.4375,0.21875
ACCEL,2011-03-17 10:21:23.089,107,866,0.8828125,0.4492188,0.2265625
ACCEL,2011-03-17 10:21:23.109,107,867,0.8046875,0.4140625,0.1796875
ACCEL,2011-03-17 10:21:23.121,107,868,0.9609375,0.3632813,0.1992188
ACCEL,2011-03-17 10:21:23.141,107,869,1.019531,0.4101563,0.1875
ACCEL,2011-03-17 10:21:23.161,107,870,0.9960938,0.34375,0.1835938
ACCEL,2011-03-17 10:21:23.181,107,871,1.054688,0.2226563,0.2851563
ACCEL,2011-03-17 10:21:23.201,107,872,1.074219,0.15625,0.2890625
ACCEL,2011-03-17 10:21:23.221,107,873,1.023438,0.1796875,0.265625
ACCEL,2011-03-17 10:21:23.241,107,874,1.101563,0.1484375,0.28125
ACCEL,2011-03-17 10:21:23.261,107,875,1.132813,0.1679688,0.2265625
ACCEL,2011-03-17 10:21:23.281,107,876,1.1875,0.09765625,0.3398438
ACCEL,2011-03-17 10:21:23.313,107,877,1.125,0.05859375,0.3867188
ACCEL,2011-03-17 10:21:23.333,107,878,1.078125,0.0390625,0.3671875
ACCEL,2011-03-17 10:21:23.353,107,879,1.03125,0.02734375,0.3476563
ACCEL,2011-03-17 10:21:23.373,107,880,1.003906,0.0234375,0.3085938
ACCEL,2011-03-17 10:21:23.393,107,881,1.015625,0.046875,0.28125
ACCEL,2011-03-17 10:21:23.413,107,882,1.015625,0.05078125,0.2890625
ACCEL,2011-03-17 10:21:23.433,107,883,1.023438,0.09375,0.2890625
ACCEL,2011-03-17 10:21:23.453,107,884,0.9960938,0.1523438,0.2734375
ACCEL,2011-03-17 10:21:23.465,107,885,0.9570313,0.1953125,0.28125
ACCEL,2011-03-17 10:21:23.485,107,886,0.890625,0.234375,0.2773438
ACCEL,2011-03-17 10:21:23.505,107,887,0.8125,0.2734375,0.2460938
ACCEL,2011-03-17 10:21:23.525,107,888,0.8164063,0.3320313,0.2265625
ACCEL,2011-03-17 10:21:23.545,107,889,0.8476563,0.3945313,0.2070313
ACCEL,2011-03-17 10:21:23.565,107,890,0.8554688,0.4453125,0.2382813
ACCEL,2011-03-17 10:21:23.585,107,891,0.8320313,0.5117188,0.234375
ACCEL,2011-03-17 10:21:23.605,107,892,0.8046875,0.5742188,0.203125
ACCEL,2011-03-17 10:21:23.625,107,893,0.8007813,0.6132813,0.1875
ACCEL,2011-03-17 10:21:23.641,107,894,0.8359375,0.6015625,0.1679688
ACCEL,2011-03-17 10:21:23.661,107,895,0.828125,0.6171875,0.1171875
ACCEL,2011-03-17 10:21:23.681,107,896,0.796875,0.6328125,0.1171875
ACCEL,2011-03-17 10:21:23.701,107,897,0.8007813,0.65625,0.140625
ACCEL,2011-03-17 10:21:23.721,107,898,0.7929688,0.6445313,0.171875
ACCEL,2011-03-17 10:21:23.741,107,899,0.7851563,0.6328125,0.1835938
ACCEL,2011-03-17 10:21:23.761,107,900,0.7734375,0.6132813,0.15625
ACCEL,2011-03-17 10:21:23.781,107,901,0.78125,0.6132813,0.1445313
ACCEL,2011-03-17 10:21:23.817,107,902,0.7578125,0.6445313,0.140625
ACCEL,2011-03-17 10:21:23.837,107,903,0.7382813,0.6757813,0.171875
ACCEL,2011-03-17 10:21:23.857,107,904,0.7460938,0.6796875,0.21875
ACCEL,2011-03-17 10:21:23.877,107,905,1.242188,0.5664063,0.3398438
ACCEL,2011-03-17 10:21:23.897,107,906,0.890625,0.6289063,0.2421875
ACCEL,2011-03-17 10:21:23.917,107,907,0.8476563,0.609375,0.2070313
ACCEL,2011-03-17 10:21:23.937,107,908,0.90625,0.6757813,0.1328125
ACCEL,2011-03-17 10:21:23.965,107,909,0.875,0.6835938,0.1640625
ACCEL,2011-03-17 10:21:23.985,107,910,0.8554688,0.6796875,0.1601563
ACCEL,2011-03-17 10:21:24.005,107,911,0.828125,0.6640625,0.2539063
ACCEL,2011-03-17 10:21:24.025,107,912,0.8710938,0.625,0.2617188
ACCEL,2011-03-17 10:21:24.045,107,913,0.8085938,0.6132813,0.2226563
ACCEL,2011-03-17 10:21:24.065,107,914,0.7890625,0.5195313,0.2539063
ACCEL,2011-03-17 10:21:24.085,107,915,0.765625,0.5703125,0.0546875
ACCEL,2011-03-17 10:21:24.105,107,916,0.8320313,0.546875,0.3320313
ACCEL,2011-03-17 10:21:24.125,107,917,1.082031,0.5117188,0.125
ACCEL,2011-03-17 10:21:24.125,107,918,0.8398438,0.4765625,0.3203125
ACCEL,2011-03-17 10:21:24.145,107,919,0.8515625,0.4726563,0.1210938
ACCEL,2011-03-17 10:21:24.165,107,920,0.8398438,0.4179688,0.2578125
ACCEL,2011-03-17 10:21:24.185,107,921,0.9414063,0.59375,0.08984375
ACCEL,2011-03-17 10:21:24.205,107,922,0.8554688,0.3007813,0.25
ACCEL,2011-03-17 10:21:24.225,107,923,0.828125,0.2773438,0.2851563
ACCEL,2011-03-17 10:21:24.245,107,924,1.054688,0.2578125,0.3046875
ACCEL,2011-03-17 10:21:24.265,107,925,0.9882813,0.28125,0.3359375
ACCEL,2011-03-17 10:21:24.297,107,926,0.9726563,0.2734375,0.34375
ACCEL,2011-03-17 10:21:24.317,107,927,0.953125,0.3203125,0.3203125
ACCEL,2011-03-17 10:21:24.337,107,928,1.054688,0.3203125,0.3359375
ACCEL,2011-03-17 10:21:24.357,107,929,1.089844,0.2929688,0.3398438
ACCEL,2011-03-17 10:21:24.377,107,930,1.070313,0.2539063,0.3632813
ACCEL,2011-03-17 10:21:24.397,107,931,1.066406,0.21875,0.3789063
ACCEL,2011-03-17 10:21:24.417,107,932,1.050781,0.1757813,0.3867188
ACCEL,2011-03-17 10:21:24.437,107,933,1.035156,0.1132813,0.3945313
ACCEL,2011-03-17 10:21:24.453,107,934,1.019531,0.06640625,0.375
ACCEL,2011-03-17 10:21:24.473,107,935,1.019531,0.0390625,0.3476563
ACCEL,2011-03-17 10:21:24.493,107,936,0.9804688,0.0234375,0.3398438
ACCEL,2011-03-17 10:21:24.513,107,937,0.9335938,0.02734375,0.3554688
ACCEL,2011-03-17 10:21:24.533,107,938,0.9257813,0.0859375,0.3554688
ACCEL,2011-03-17 10:21:24.553,107,939,0.9335938,0.1835938,0.328125
ACCEL,2011-03-17 10:21:24.573,107,940,0.9726563,0.2304688,0.3476563
ACCEL,2011-03-17 10:21:24.593,107,941,0.9726563,0.2617188,0.3242188
ACCEL,2011-03-17 10:21:24.621,107,942,0.9257813,0.328125,0.2539063
ACCEL,2011-03-17 10:21:24.641,107,943,0.8828125,0.4179688,0.1953125
ACCEL,2011-03-17 10:21:24.661,107,944,0.828125,0.4960938,0.171875
ACCEL,2011-03-17 10:21:24.681,107,945,0.796875,0.5429688,0.2226563
ACCEL,2011-03-17 10:21:24.701,107,946,0.765625,0.640625,0.2148438
ACCEL,2011-03-17 10:21:24.721,107,947,0.71875,0.765625,0.1601563
ACCEL,2011-03-17 10:21:24.741,107,948,0.7109375,0.8085938,0.1367188
ACCEL,2011-03-17 10:21:24.761,107,949,0.7460938,0.78125,0.1171875
ACCEL,2011-03-17 10:21:24.781,107,950,0.7226563,0.765625,0.1328125
ACCEL,2011-03-17 10:21:24.793,107,951,0.6953125,0.8320313,0.1015625
ACCEL,2011-03-17 10:21:24.813,107,952,0.6328125,0.9023438,0.0859375
ACCEL,2011-03-17 10:21:24.833,107,953,0.59375,0.8828125,0.1523438
ACCEL,2011-03-17 10:21:24.853,107,954,0.6953125,0.8359375,0.203125
ACCEL,2011-03-17 10:21:24.873,107,955,0.78125,0.8007813,0.1875
ACCEL,2011-03-17 10:21:24.893,107,956,0.765625,0.8007813,0.140625
ACCEL,2011-03-17 10:21:24.913,107,957,0.8710938,0.7460938,0.1132813
ACCEL,2011-03-17 10:21:24.933,107,958,0.7539063,0.8007813,0.15625
ACCEL,2011-03-17 10:21:24.953,107,959,0.65625,0.7851563,0.1914063
ACCEL,2011-03-17 10:21:24.973,107,960,0.6914063,0.6992188,0.2382813
ACCEL,2011-03-17 10:21:24.993,107,961,0.7148438,0.6445313,0.234375
ACCEL,2011-03-17 10:21:25.013,107,962,0.765625,0.7773438,0.2460938
ACCEL,2011-03-17 10:21:25.033,107,963,0.6289063,0.5195313,0.2109375
ACCEL,2011-03-17 10:21:25.053,107,964,0.921875,0.6328125,0.046875
ACCEL,2011-03-17 10:21:25.073,107,965,0.9453125,0.5429688,0.1992188
ACCEL,2011-03-17 10:21:25.093,107,966,0.8515625,0.4609375,0.1914063
ACCEL,2011-03-17 10:21:25.110,107,967,1.042969,0.3476563,0.2851563
ACCEL,2011-03-17 10:21:25.130,107,968,1.039063,0.5664063,0.109375
ACCEL,2011-03-17 10:21:25.150,107,969,1.058594,0.4726563,0.25
ACCEL,2011-03-17 10:21:25.170,107,970,0.9921875,0.375,0.453125
ACCEL,2011-03-17 10:21:25.190,107,971,1.230469,0.1992188,0.28125
ACCEL,2011-03-17 10:21:25.210,107,972,0.7851563,0.2617188,0.2304688
ACCEL,2011-03-17 10:21:25.230,107,973,1.035156,0.296875,0.3203125
ACCEL,2011-03-17 10:21:25.250,107,974,1.039063,0.1953125,0.2929688
ACCEL,2011-03-17 10:21:25.286,107,975,1.050781,0.140625,0.3046875
ACCEL,2011-03-17 10:21:25.306,107,976,1.023438,0.1015625,0.3242188
ACCEL,2011-03-17 10:21:25.326,107,977,1.160156,0.015625,0.2578125
ACCEL,2011-03-17 10:21:25.346,107,978,1.242188,-0.046875,0.2695313
ACCEL,2011-03-17 10:21:25.366,107,979,1.210938,-0.0859375,0.3867188
ACCEL,2011-03-17 10:21:25.386,107,980,1.125,-0.0703125,0.4492188
ACCEL,2011-03-17 10:21:25.406,107,981,1.066406,-0.02734375,0.4375
ACCEL,2011-03-17 10:21:25.422,107,982,1.027344,-0.00390625,0.421875
ACCEL,2011-03-17 10:21:25.442,107,983,1.035156,0.00390625,0.3945313
ACCEL,2011-03-17 10:21:25.462,107,984,1.027344,0.03125,0.3632813
ACCEL,2011-03-17 10:21:25.482,107,985,0.9921875,0.078125,0.3632813
ACCEL,2011-03-17 10:21:25.502,107,986,0.9492188,0.140625,0.3476563
ACCEL,2011-03-17 10:21:25.522,107,987,0.9179688,0.203125,0.3164063
